card_id;customer_id;account_id;card_type;card_number_masked;expiry_date;status;credit_limit_idr;outstanding_idr
CRD0315;NBC0621;ACC00621;debit;**** **** **** 9526;01/03/2025;active;;
CRD0316;NBC0549;ACC00549;credit;**** **** **** 5853;01/08/2029;active;50000000;38027963
CRD0317;NBC0357;ACC00357;credit;**** **** **** 6056;01/03/2029;active;10000000;7177662
CRD0318;NBC0127;ACC01011;debit;**** **** **** 9472;01/09/2027;active;;
CRD0319;NBC0211;ACC00211;debit;**** **** **** 3900;01/06/2028;active;;
CRD0320;NBC0001;ACC01104;debit;**** **** **** 5162;01/01/2026;active;;
CRD0321;NBC0386;ACC00386;debit;**** **** **** 9091;01/04/2027;active;;
CRD0322;NBC0867;ACC00867;prepaid;**** **** **** 7182;01/08/2027;blocked;;
CRD0323;NBC0677;ACC00677;prepaid;**** **** **** 6361;01/12/2028;expired;;
CRD0324;NBC0923;ACC00923;debit;**** **** **** 4706;01/02/2024;active;;
CRD0325;NBC0333;ACC00333;debit;**** **** **** 3391;01/04/2028;active;;
CRD0326;NBC0409;ACC00409;debit;**** **** **** 9441;01/09/2025;active;;
CRD0327;NBC0779;ACC01144;debit;**** **** **** 1550;01/04/2029;active;;
CRD0328;NBC0736;ACC00736;debit;**** **** **** 8667;01/03/2024;active;;
CRD0329;NBC0665;ACC00665;debit;**** **** **** 2628;01/08/2024;active;;
CRD0330;NBC0956;ACC00956;debit;**** **** **** 4473;01/04/2028;active;;
CRD0331;NBC0485;ACC00485;debit;**** **** **** 2457;01/01/2024;active;;
CRD0332;NBC0596;ACC00596;debit;**** **** **** 5779;01/11/2025;active;;
CRD0333;NBC0121;ACC00121;debit;**** **** **** 5298;01/05/2024;active;;
CRD0334;NBC0476;ACC00476;credit;**** **** **** 9839;01/05/2028;active;15000000;12886951
CRD0335;NBC0823;ACC00823;debit;**** **** **** 8775;01/02/2028;blocked;;
CRD0336;NBC0877;ACC00877;prepaid;**** **** **** 1905;01/10/2029;active;;
CRD0337;NBC0560;ACC00560;prepaid;**** **** **** 1985;01/12/2025;active;;
CRD0338;NBC0397;ACC00397;debit;**** **** **** 2261;01/08/2024;active;;
CRD0339;NBC0907;ACC00907;debit;**** **** **** 9414;01/08/2024;active;;
CRD0340;NBC0012;ACC00012;credit;**** **** **** 8316;01/05/2025;active;100000000;21348667
CRD0341;NBC0165;ACC01129;credit;**** **** **** 4422;01/03/2027;active;50000000;31843284
CRD0342;NBC0856;ACC00856;prepaid;**** **** **** 8067;01/10/2027;blocked;;
CRD0343;NBC0092;ACC00092;credit;**** **** **** 3907;01/03/2029;active;15000000;2138462
CRD0344;NBC0685;ACC00685;credit;**** **** **** 8832;01/08/2024;active;30000000;1566656
CRD0345;NBC0356;ACC00356;debit;**** **** **** 2996;01/03/2029;active;;
CRD0346;NBC0174;ACC00174;credit;**** **** **** 4552;01/07/2029;active;50000000;33561244
CRD0347;NBC0987;ACC01197;debit;**** **** **** 6739;01/02/2028;active;;
CRD0348;NBC0943;ACC00943;debit;**** **** **** 3445;01/05/2025;active;;
CRD0349;NBC0135;ACC00135;credit;**** **** **** 6192;01/08/2028;blocked;30000000;15461962
CRD0350;NBC0641;ACC00641;debit;**** **** **** 8209;01/12/2029;active;;
CRD0351;NBC0080;ACC00080;debit;**** **** **** 4561;01/05/2026;blocked;;
CRD0352;NBC0431;ACC00431;prepaid;**** **** **** 9591;01/04/2028;blocked;;
CRD0353;NBC0165;ACC01129;debit;**** **** **** 8977;01/10/2026;active;;
CRD0354;NBC0359;ACC00359;debit;**** **** **** 7177;01/01/2024;active;;
CRD0355;NBC0314;ACC01126;debit;**** **** **** 2247;01/10/2026;active;;
CRD0356;NBC0380;ACC00380;prepaid;**** **** **** 2255;01/08/2027;expired;;
CRD0357;NBC0283;ACC01178;credit;**** **** **** 5254;01/08/2029;active;20000000;1484320
CRD0358;NBC0149;ACC01056;credit;**** **** **** 3764;01/05/2026;expired;15000000;13217149
CRD0359;NBC0216;ACC00216;debit;**** **** **** 1382;01/03/2026;active;;
CRD0360;NBC0486;ACC00486;debit;**** **** **** 3936;01/12/2029;active;;
CRD0361;NBC0036;ACC00036;credit;**** **** **** 3174;01/02/2027;active;20000000;7877717
CRD0362;NBC0624;ACC00624;debit;**** **** **** 1160;01/06/2026;active;;
CRD0363;NBC0785;ACC01098;debit;**** **** **** 4410;01/10/2029;blocked;;
CRD0364;NBC0658;ACC01153;debit;**** **** **** 1674;01/04/2025;active;;
CRD0365;NBC0497;ACC00497;debit;**** **** **** 4525;01/04/2025;active;;
CRD0366;NBC0666;ACC00666;credit;**** **** **** 5713;01/08/2029;active;75000000;5564721
CRD0367;NBC0936;ACC01077;debit;**** **** **** 2873;01/08/2025;active;;
CRD0368;NBC0740;ACC00740;debit;**** **** **** 5975;01/04/2024;active;;
CRD0369;NBC0644;ACC00644;debit;**** **** **** 4546;01/04/2026;active;;
CRD0370;NBC0611;ACC00611;debit;**** **** **** 4856;01/01/2029;active;;
CRD0371;NBC0954;ACC00954;debit;**** **** **** 4863;01/03/2028;active;;
CRD0372;NBC0619;ACC00619;debit;**** **** **** 2087;01/02/2027;active;;
CRD0373;NBC0876;ACC00876;debit;**** **** **** 6096;01/01/2026;expired;;
CRD0374;NBC0806;ACC00806;debit;**** **** **** 9347;01/08/2029;active;;
CRD0375;NBC0754;ACC00754;prepaid;**** **** **** 6486;01/02/2029;expired;;
CRD0376;NBC0173;ACC00173;prepaid;**** **** **** 2846;01/12/2029;expired;;
CRD0377;NBC0054;ACC00054;debit;**** **** **** 8889;01/04/2026;active;;
CRD0378;NBC0160;ACC00160;credit;**** **** **** 7976;01/03/2025;active;10000000;7252532
CRD0379;NBC0572;ACC01106;debit;**** **** **** 7816;01/07/2024;active;;
CRD0380;NBC0538;ACC00538;prepaid;**** **** **** 2141;01/07/2024;blocked;;
CRD0381;NBC0314;ACC01126;debit;**** **** **** 9274;01/12/2028;blocked;;
CRD0382;NBC0649;ACC00649;credit;**** **** **** 8609;01/04/2025;blocked;75000000;56550240
CRD0383;NBC0142;ACC00142;debit;**** **** **** 0766;01/05/2028;blocked;;
CRD0384;NBC0726;ACC00726;debit;**** **** **** 3648;01/08/2024;blocked;;
CRD0385;NBC0741;ACC00741;debit;**** **** **** 0934;01/05/2025;active;;
CRD0386;NBC0238;ACC01142;debit;**** **** **** 6288;01/06/2027;expired;;
CRD0387;NBC0128;ACC00128;debit;**** **** **** 2200;01/03/2024;active;;
CRD0388;NBC0411;ACC00411;credit;**** **** **** 9543;01/12/2027;active;10000000;4476839
CRD0389;NBC0611;ACC00611;credit;**** **** **** 2803;01/08/2029;active;20000000;16511416
CRD0390;NBC0532;ACC00532;credit;**** **** **** 1644;01/11/2029;active;15000000;9849600
CRD0391;NBC0995;ACC00995;credit;**** **** **** 3866;01/02/2028;active;20000000;613835
CRD0392;NBC0593;ACC00593;credit;**** **** **** 3988;01/12/2024;active;10000000;9215164
CRD0393;NBC0086;ACC00086;debit;**** **** **** 2079;01/11/2025;active;;
CRD0394;NBC0843;ACC00843;debit;**** **** **** 9574;01/12/2024;active;;
CRD0395;NBC0892;ACC00892;debit;**** **** **** 8208;01/05/2026;expired;;
CRD0396;NBC0281;ACC00281;debit;**** **** **** 6985;01/09/2029;blocked;;
CRD0397;NBC0782;ACC01066;debit;**** **** **** 4067;01/06/2027;blocked;;
CRD0398;NBC0794;ACC00794;debit;**** **** **** 1981;01/12/2026;active;;
CRD0399;NBC0728;ACC01110;credit;**** **** **** 3771;01/08/2027;blocked;100000000;6177143
CRD0400;NBC0243;ACC01170;debit;**** **** **** 8711;01/12/2025;expired;;
CRD0401;NBC0718;ACC00718;debit;**** **** **** 1339;01/12/2027;active;;
CRD0402;NBC0220;ACC00220;prepaid;**** **** **** 4470;01/11/2024;active;;
CRD0403;NBC0291;ACC00291;debit;**** **** **** 7989;01/05/2029;active;;
CRD0404;NBC0529;ACC00529;prepaid;**** **** **** 4926;01/09/2029;active;;
CRD0405;NBC0088;ACC00088;debit;**** **** **** 6697;01/03/2029;active;;
CRD0406;NBC0544;ACC00544;credit;**** **** **** 7893;01/02/2024;active;15000000;6118216
CRD0407;NBC0372;ACC00372;debit;**** **** **** 9056;01/01/2029;active;;
CRD0408;NBC0638;ACC01166;credit;**** **** **** 6532;01/04/2024;active;20000000;7480784
CRD0409;NBC0378;ACC00378;debit;**** **** **** 5995;01/06/2029;active;;
CRD0410;NBC0930;ACC00930;debit;**** **** **** 0656;01/06/2027;active;;
CRD0411;NBC0782;ACC01066;prepaid;**** **** **** 1044;01/07/2029;active;;
CRD0412;NBC0033;ACC01169;credit;**** **** **** 0863;01/04/2026;blocked;75000000;10452334
CRD0413;NBC0720;ACC00720;debit;**** **** **** 3567;01/09/2025;active;;
CRD0414;NBC0555;ACC00555;debit;**** **** **** 3380;01/06/2025;active;;
CRD0415;NBC0276;ACC00276;debit;**** **** **** 7459;01/03/2024;active;;
CRD0416;NBC0986;ACC00986;debit;**** **** **** 3242;01/07/2029;active;;
CRD0417;NBC0472;ACC01183;debit;**** **** **** 9668;01/03/2029;active;;
CRD0418;NBC0175;ACC01123;debit;**** **** **** 3156;01/06/2028;active;;
CRD0419;NBC0765;ACC00765;debit;**** **** **** 9641;01/02/2028;active;;
CRD0420;NBC0642;ACC00642;credit;**** **** **** 6725;01/03/2027;active;50000000;36769154
CRD0421;NBC0756;ACC00756;debit;**** **** **** 7524;01/06/2029;active;;
CRD0422;NBC0621;ACC00621;debit;**** **** **** 6149;01/10/2025;active;;
CRD0423;NBC0955;ACC00955;debit;**** **** **** 2397;01/03/2027;active;;
CRD0424;NBC0623;ACC00623;debit;**** **** **** 2004;01/02/2024;blocked;;
CRD0425;NBC0919;ACC00919;prepaid;**** **** **** 3784;01/05/2024;active;;
CRD0426;NBC0760;ACC00760;debit;**** **** **** 4982;01/12/2028;active;;
CRD0427;NBC0224;ACC00224;debit;**** **** **** 0734;01/12/2026;active;;
CRD0428;NBC0607;ACC01168;prepaid;**** **** **** 2742;01/04/2027;active;;
CRD0429;NBC0982;ACC01070;debit;**** **** **** 4501;01/02/2028;active;;
CRD0430;NBC0263;ACC00263;credit;**** **** **** 4948;01/02/2025;active;10000000;8028542
CRD0431;NBC0390;ACC00390;debit;**** **** **** 4458;01/04/2028;active;;
CRD0432;NBC0490;ACC01177;debit;**** **** **** 3848;01/05/2028;expired;;
CRD0433;NBC0508;ACC00508;debit;**** **** **** 6275;01/11/2024;active;;
CRD0434;NBC0451;ACC00451;prepaid;**** **** **** 1179;01/09/2025;blocked;;
CRD0435;NBC0184;ACC00184;debit;**** **** **** 9041;01/02/2028;active;;
CRD0436;NBC0666;ACC00666;debit;**** **** **** 9296;01/05/2027;blocked;;
CRD0437;NBC0171;ACC00171;credit;**** **** **** 8508;01/03/2024;active;5000000;275694
CRD0438;NBC0330;ACC00330;debit;**** **** **** 3170;01/09/2025;active;;
CRD0439;NBC0947;ACC00947;debit;**** **** **** 9322;01/11/2025;active;;
CRD0440;NBC0670;ACC00670;credit;**** **** **** 2377;01/07/2024;expired;5000000;4063952
CRD0441;NBC0888;ACC01080;credit;**** **** **** 7789;01/03/2026;active;20000000;4308720
CRD0442;NBC0056;ACC00056;debit;**** **** **** 5021;01/09/2024;expired;;
CRD0443;NBC0181;ACC00181;debit;**** **** **** 2182;01/01/2028;active;;
CRD0444;NBC0019;ACC00019;debit;**** **** **** 1257;01/09/2028;expired;;
CRD0445;NBC0606;ACC01040;debit;**** **** **** 1840;01/07/2026;active;;
CRD0446;NBC0170;ACC00170;credit;**** **** **** 6336;01/06/2029;active;30000000;14902135
CRD0447;NBC0945;ACC00945;debit;**** **** **** 9660;01/11/2027;active;;
CRD0448;NBC0704;ACC00704;credit;**** **** **** 6066;01/10/2028;active;20000000;9891705
CRD0449;NBC0352;ACC00352;credit;**** **** **** 1651;01/03/2027;active;75000000;8113291
CRD0450;NBC0968;ACC00968;debit;**** **** **** 5402;01/02/2024;active;;
CRD0451;NBC0846;ACC00846;credit;**** **** **** 2321;01/12/2029;active;15000000;4985522
CRD0452;NBC0725;ACC00725;debit;**** **** **** 0591;01/06/2026;blocked;;
CRD0453;NBC0192;ACC01125;debit;**** **** **** 8974;01/06/2029;active;;
CRD0454;NBC0782;ACC00782;debit;**** **** **** 8355;01/09/2027;blocked;;
CRD0455;NBC0606;ACC01040;prepaid;**** **** **** 3911;01/06/2025;active;;
CRD0456;NBC0666;ACC00666;debit;**** **** **** 2627;01/01/2028;active;;
CRD0457;NBC0398;ACC01064;credit;**** **** **** 4393;01/06/2027;active;100000000;33976596
CRD0458;NBC0028;ACC00028;debit;**** **** **** 1879;01/10/2029;active;;
CRD0459;NBC0093;ACC00093;debit;**** **** **** 7716;01/09/2025;active;;
CRD0460;NBC0836;ACC01003;debit;**** **** **** 4386;01/04/2024;active;;
CRD0461;NBC0164;ACC01162;debit;**** **** **** 1985;01/08/2028;active;;
CRD0462;NBC0942;ACC00942;credit;**** **** **** 6135;01/10/2025;active;5000000;2056261
CRD0463;NBC0680;ACC00680;debit;**** **** **** 8960;01/12/2027;active;;
CRD0464;NBC0256;ACC00256;debit;**** **** **** 0401;01/09/2024;active;;
CRD0465;NBC0749;ACC00749;credit;**** **** **** 1474;01/09/2027;active;50000000;40079006
CRD0466;NBC0727;ACC00727;debit;**** **** **** 0645;01/01/2029;active;;
CRD0467;NBC0561;ACC00561;debit;**** **** **** 8663;01/05/2024;active;;
CRD0468;NBC0400;ACC01190;debit;**** **** **** 6619;01/07/2025;active;;
CRD0469;NBC0954;ACC00954;debit;**** **** **** 6135;01/09/2026;active;;
CRD0470;NBC0697;ACC00697;debit;**** **** **** 9902;01/01/2026;active;;
CRD0471;NBC0916;ACC00916;debit;**** **** **** 7613;01/05/2025;active;;
CRD0472;NBC0956;ACC01185;debit;**** **** **** 6361;01/04/2027;active;;
CRD0473;NBC0446;ACC00446;debit;**** **** **** 4082;01/12/2028;active;;
CRD0474;NBC0593;ACC00593;debit;**** **** **** 9496;01/07/2025;active;;
CRD0475;NBC0825;ACC01145;debit;**** **** **** 4090;01/12/2025;active;;
CRD0476;NBC0577;ACC00577;credit;**** **** **** 3843;01/05/2026;active;20000000;17677529
CRD0477;NBC0513;ACC00513;debit;**** **** **** 5698;01/11/2026;blocked;;
CRD0478;NBC0117;ACC00117;debit;**** **** **** 3216;01/10/2028;active;;
CRD0479;NBC0352;ACC00352;debit;**** **** **** 4052;01/05/2028;active;;
CRD0480;NBC0793;ACC00793;credit;**** **** **** 5004;01/03/2028;blocked;20000000;6870468
CRD0481;NBC0744;ACC00744;credit;**** **** **** 5931;01/03/2027;active;50000000;14589766
CRD0482;NBC0863;ACC00863;debit;**** **** **** 3470;01/01/2026;active;;
CRD0483;NBC0428;ACC00428;credit;**** **** **** 0745;01/01/2029;expired;75000000;35651447
CRD0484;NBC0324;ACC00324;debit;**** **** **** 4992;01/11/2029;blocked;;
CRD0485;NBC0089;ACC00089;debit;**** **** **** 0614;01/10/2026;expired;;
CRD0486;NBC0351;ACC00351;debit;**** **** **** 1477;01/06/2025;active;;
CRD0487;NBC0440;ACC00440;debit;**** **** **** 8270;01/01/2024;active;;
CRD0488;NBC0248;ACC00248;prepaid;**** **** **** 7713;01/01/2029;blocked;;
CRD0489;NBC0708;ACC00708;debit;**** **** **** 6651;01/08/2025;active;;
CRD0490;NBC0975;ACC00975;debit;**** **** **** 5355;01/12/2029;active;;
CRD0491;NBC0199;ACC00199;debit;**** **** **** 3060;01/05/2026;active;;
CRD0492;NBC0892;ACC00892;debit;**** **** **** 0507;01/08/2024;active;;
CRD0493;NBC0709;ACC00709;prepaid;**** **** **** 9307;01/12/2027;active;;
CRD0494;NBC0094;ACC00094;debit;**** **** **** 9321;01/02/2028;active;;
CRD0495;NBC0289;ACC00289;debit;**** **** **** 2571;01/06/2024;active;;
CRD0496;NBC0362;ACC00362;credit;**** **** **** 3290;01/03/2026;active;10000000;3161721
CRD0497;NBC0866;ACC00866;prepaid;**** **** **** 9623;01/07/2028;active;;
CRD0498;NBC0208;ACC00208;debit;**** **** **** 3022;01/05/2029;active;;
CRD0499;NBC0352;ACC00352;debit;**** **** **** 4858;01/03/2027;active;;
CRD0500;NBC0937;ACC00937;credit;**** **** **** 6400;01/08/2025;active;100000000;79195094
CRD0501;NBC0956;ACC01185;debit;**** **** **** 4474;01/05/2028;active;;
CRD0502;NBC0693;ACC00693;debit;**** **** **** 4033;01/01/2026;active;;
CRD0503;NBC0025;ACC00025;prepaid;**** **** **** 9893;01/03/2024;blocked;;
CRD0504;NBC0955;ACC00955;debit;**** **** **** 6962;01/11/2024;active;;
CRD0505;NBC0222;ACC00222;debit;**** **** **** 1028;01/02/2029;active;;
CRD0506;NBC0597;ACC00597;debit;**** **** **** 0248;01/07/2028;active;;
CRD0507;NBC0126;ACC00126;credit;**** **** **** 8534;01/11/2024;active;75000000;32668763
CRD0508;NBC0138;ACC00138;prepaid;**** **** **** 3525;01/09/2025;active;;
CRD0509;NBC0272;ACC00272;debit;**** **** **** 9651;01/11/2024;active;;
CRD0510;NBC0238;ACC00238;credit;**** **** **** 3270;01/09/2027;blocked;20000000;15616693
CRD0511;NBC0938;ACC00938;debit;**** **** **** 0539;01/11/2027;active;;
CRD0512;NBC0582;ACC00582;debit;**** **** **** 0059;01/07/2025;active;;
CRD0513;NBC0489;ACC01049;debit;**** **** **** 4719;01/04/2028;expired;;
CRD0514;NBC0697;ACC00697;credit;**** **** **** 6773;01/07/2029;active;50000000;32306001
CRD0515;NBC0366;ACC00366;debit;**** **** **** 6587;01/03/2025;active;;
CRD0516;NBC0813;ACC00813;debit;**** **** **** 0696;01/11/2028;active;;
CRD0517;NBC0782;ACC01066;debit;**** **** **** 2636;01/10/2024;expired;;
CRD0518;NBC0425;ACC00425;debit;**** **** **** 9136;01/06/2026;active;;
CRD0519;NBC0453;ACC00453;credit;**** **** **** 7443;01/05/2028;active;75000000;35965217
CRD0520;NBC0956;ACC01185;debit;**** **** **** 9362;01/10/2029;blocked;;
CRD0521;NBC0283;ACC00283;debit;**** **** **** 6915;01/05/2024;active;;
CRD0522;NBC0618;ACC01006;credit;**** **** **** 5826;01/08/2027;active;15000000;12451608
CRD0523;NBC0378;ACC01050;debit;**** **** **** 3062;01/03/2028;active;;
CRD0524;NBC0860;ACC00860;credit;**** **** **** 4955;01/10/2029;active;100000000;47679148
CRD0525;NBC0636;ACC00636;debit;**** **** **** 9685;01/03/2026;blocked;;
CRD0526;NBC0285;ACC00285;debit;**** **** **** 4805;01/01/2028;active;;
CRD0527;NBC0352;ACC00352;credit;**** **** **** 0873;01/11/2024;active;10000000;8616023
CRD0528;NBC0360;ACC00360;prepaid;**** **** **** 5580;01/09/2024;active;;
CRD0529;NBC0956;ACC01185;debit;**** **** **** 0245;01/11/2025;active;;
CRD0530;NBC0207;ACC01012;debit;**** **** **** 3394;01/07/2027;blocked;;
CRD0531;NBC0176;ACC00176;credit;**** **** **** 1753;01/05/2026;active;5000000;256980
CRD0532;NBC0618;ACC01006;debit;**** **** **** 6616;01/02/2024;active;;
CRD0533;NBC0823;ACC00823;debit;**** **** **** 3202;01/02/2029;active;;
CRD0534;NBC0916;ACC00916;debit;**** **** **** 2435;01/08/2026;active;;
CRD0535;NBC0805;ACC00805;credit;**** **** **** 9654;01/06/2027;blocked;20000000;17265484
CRD0536;NBC0761;ACC00761;debit;**** **** **** 3530;01/06/2027;active;;
CRD0537;NBC0977;ACC00977;credit;**** **** **** 8821;01/10/2025;active;100000000;60170152
CRD0538;NBC0284;ACC00284;debit;**** **** **** 6827;01/03/2024;active;;
CRD0539;NBC0841;ACC00841;credit;**** **** **** 2884;01/10/2029;active;30000000;766903
CRD0540;NBC0522;ACC00522;debit;**** **** **** 6056;01/04/2028;active;;
CRD0541;NBC0140;ACC00140;debit;**** **** **** 2749;01/06/2024;active;;
CRD0542;NBC0645;ACC00645;debit;**** **** **** 3030;01/05/2028;blocked;;
CRD0543;NBC0326;ACC00326;debit;**** **** **** 5302;01/06/2026;blocked;;
CRD0544;NBC0558;ACC00558;debit;**** **** **** 6650;01/10/2029;active;;
CRD0545;NBC0969;ACC00969;prepaid;**** **** **** 6262;01/06/2029;active;;
CRD0546;NBC0520;ACC00520;prepaid;**** **** **** 1532;01/12/2029;active;;
CRD0547;NBC0488;ACC00488;credit;**** **** **** 2125;01/02/2024;blocked;75000000;16831117
CRD0548;NBC0421;ACC00421;credit;**** **** **** 3470;01/10/2029;active;20000000;6894862
CRD0549;NBC0948;ACC01088;debit;**** **** **** 8485;01/04/2027;active;;
CRD0550;NBC0323;ACC00323;debit;**** **** **** 4152;01/09/2026;active;;
CRD0551;NBC0493;ACC00493;debit;**** **** **** 1260;01/07/2025;active;;
CRD0552;NBC0222;ACC00222;debit;**** **** **** 9586;01/08/2024;active;;
CRD0553;NBC0126;ACC00126;debit;**** **** **** 5015;01/01/2024;active;;
CRD0554;NBC0067;ACC00067;debit;**** **** **** 7689;01/06/2026;blocked;;
CRD0555;NBC0790;ACC00790;debit;**** **** **** 0390;01/06/2024;active;;
CRD0556;NBC0610;ACC00610;debit;**** **** **** 1226;01/12/2029;active;;
CRD0557;NBC0990;ACC00990;credit;**** **** **** 1304;01/01/2028;active;30000000;14364457
CRD0558;NBC0936;ACC00936;debit;**** **** **** 2277;01/06/2028;active;;
CRD0559;NBC0119;ACC00119;credit;**** **** **** 7901;01/05/2024;blocked;30000000;4688361
CRD0560;NBC0411;ACC00411;credit;**** **** **** 7498;01/09/2024;active;50000000;5484279
CRD0561;NBC0579;ACC00579;debit;**** **** **** 4183;01/01/2026;active;;
CRD0562;NBC0513;ACC00513;debit;**** **** **** 6601;01/06/2024;active;;
CRD0563;NBC0967;ACC00967;prepaid;**** **** **** 3836;01/01/2024;active;;
CRD0564;NBC0949;ACC00949;debit;**** **** **** 1020;01/12/2029;blocked;;
CRD0565;NBC0808;ACC00808;credit;**** **** **** 3313;01/02/2024;active;30000000;17849439
CRD0566;NBC0985;ACC00985;credit;**** **** **** 3031;01/03/2029;active;30000000;8400862
CRD0567;NBC0581;ACC00581;debit;**** **** **** 5095;01/06/2025;expired;;
CRD0568;NBC0352;ACC00352;credit;**** **** **** 5913;01/06/2024;active;20000000;9611637
CRD0569;NBC0643;ACC00643;debit;**** **** **** 6222;01/08/2026;active;;
CRD0570;NBC0974;ACC01188;credit;**** **** **** 1497;01/07/2025;active;50000000;20289662
CRD0571;NBC0370;ACC00370;prepaid;**** **** **** 7194;01/07/2027;active;;
CRD0572;NBC0830;ACC00830;credit;**** **** **** 6884;01/01/2027;active;5000000;4306666
CRD0573;NBC0218;ACC00218;debit;**** **** **** 5010;01/09/2027;active;;
CRD0574;NBC0851;ACC01194;debit;**** **** **** 9935;01/04/2029;blocked;;
CRD0575;NBC0398;ACC01064;debit;**** **** **** 1673;01/05/2028;active;;
CRD0576;NBC0593;ACC01034;debit;**** **** **** 6355;01/01/2028;active;;
CRD0577;NBC0483;ACC00483;credit;**** **** **** 4451;01/05/2027;blocked;75000000;52795981
CRD0578;NBC0388;ACC00388;debit;**** **** **** 4648;01/10/2024;active;;
CRD0579;NBC0635;ACC00635;credit;**** **** **** 6364;01/08/2024;active;100000000;15296039
CRD0580;NBC0170;ACC00170;credit;**** **** **** 2334;01/08/2024;active;30000000;24570821
CRD0581;NBC0993;ACC00993;debit;**** **** **** 1267;01/03/2029;active;;
CRD0582;NBC0450;ACC00450;debit;**** **** **** 3982;01/05/2024;active;;
CRD0583;NBC0127;ACC01011;debit;**** **** **** 2518;01/10/2026;blocked;;
CRD0584;NBC0167;ACC00167;debit;**** **** **** 7509;01/08/2029;active;;
CRD0585;NBC0601;ACC00601;debit;**** **** **** 9265;01/05/2024;blocked;;
CRD0586;NBC0171;ACC00171;credit;**** **** **** 1961;01/02/2029;blocked;100000000;4488886
CRD0587;NBC0074;ACC00074;debit;**** **** **** 8815;01/02/2025;active;;
CRD0588;NBC0741;ACC00741;debit;**** **** **** 0087;01/02/2025;active;;
CRD0589;NBC0640;ACC00640;debit;**** **** **** 0676;01/09/2028;blocked;;
CRD0590;NBC0408;ACC01156;debit;**** **** **** 1442;01/09/2026;blocked;;
CRD0591;NBC0251;ACC00251;prepaid;**** **** **** 6071;01/09/2029;active;;
CRD0592;NBC0160;ACC00160;debit;**** **** **** 9506;01/09/2029;active;;
CRD0593;NBC0461;ACC00461;debit;**** **** **** 2811;01/08/2024;active;;
CRD0594;NBC0214;ACC00214;debit;**** **** **** 2033;01/04/2029;active;;
CRD0595;NBC0326;ACC00326;prepaid;**** **** **** 7844;01/08/2029;active;;
CRD0596;NBC0997;ACC00997;debit;**** **** **** 4859;01/04/2026;active;;
CRD0597;NBC0635;ACC00635;debit;**** **** **** 1009;01/06/2024;active;;
CRD0598;NBC0578;ACC00578;debit;**** **** **** 2248;01/03/2024;active;;
CRD0599;NBC0234;ACC00234;prepaid;**** **** **** 9809;01/03/2025;active;;
CRD0600;NBC0719;ACC00719;credit;**** **** **** 7140;01/06/2026;active;10000000;1020139
CRD0601;NBC0188;ACC00188;debit;**** **** **** 6195;01/03/2028;expired;;
CRD0602;NBC0764;ACC00764;debit;**** **** **** 1313;01/08/2028;active;;
CRD0603;NBC0102;ACC00102;credit;**** **** **** 4092;01/12/2025;active;10000000;1844679
CRD0604;NBC0693;ACC00693;prepaid;**** **** **** 2060;01/08/2027;active;;
CRD0605;NBC0076;ACC00076;prepaid;**** **** **** 2012;01/04/2026;active;;
CRD0606;NBC0618;ACC00618;debit;**** **** **** 5830;01/06/2029;active;;
CRD0607;NBC0463;ACC01115;debit;**** **** **** 2278;01/02/2029;active;;
CRD0608;NBC0661;ACC00661;debit;**** **** **** 3122;01/10/2029;active;;
CRD0609;NBC0731;ACC00731;debit;**** **** **** 6986;01/06/2025;active;;
CRD0610;NBC0924;ACC00924;credit;**** **** **** 5227;01/09/2029;expired;10000000;7012896
CRD0611;NBC0206;ACC01130;credit;**** **** **** 4141;01/09/2024;active;50000000;8593633
CRD0612;NBC0526;ACC00526;debit;**** **** **** 2206;01/09/2028;blocked;;
CRD0613;NBC0399;ACC00399;credit;**** **** **** 2821;01/10/2027;active;15000000;7205154
CRD0614;NBC0068;ACC00068;debit;**** **** **** 3324;01/06/2024;blocked;;
CRD0615;NBC0504;ACC00504;debit;**** **** **** 3695;01/02/2027;blocked;;
CRD0616;NBC0621;ACC01200;credit;**** **** **** 3034;01/04/2028;active;30000000;2528968
CRD0617;NBC0061;ACC00061;credit;**** **** **** 5696;01/11/2026;active;30000000;28390549
CRD0618;NBC0238;ACC00238;debit;**** **** **** 5251;01/02/2029;blocked;;
CRD0619;NBC0298;ACC00298;debit;**** **** **** 2842;01/03/2028;active;;
CRD0620;NBC0524;ACC00524;credit;**** **** **** 3939;01/02/2028;active;5000000;2628000
CRD0621;NBC0532;ACC00532;credit;**** **** **** 7206;01/12/2028;active;50000000;40207865
CRD0622;NBC0713;ACC00713;debit;**** **** **** 0592;01/04/2029;active;;
CRD0623;NBC0739;ACC00739;prepaid;**** **** **** 1460;01/01/2027;blocked;;
CRD0624;NBC0994;ACC00994;credit;**** **** **** 4537;01/09/2028;active;75000000;50045756
CRD0625;NBC0841;ACC00841;debit;**** **** **** 4877;01/08/2029;active;;
CRD0626;NBC0087;ACC00087;debit;**** **** **** 6572;01/06/2028;active;;
CRD0627;NBC0609;ACC00609;debit;**** **** **** 7628;01/10/2025;active;;
CRD0628;NBC0956;ACC00956;prepaid;**** **** **** 5400;01/03/2029;active;;
CRD0629;NBC0315;ACC00315;debit;**** **** **** 7700;01/03/2028;active;;
CRD0630;NBC0487;ACC00487;debit;**** **** **** 9434;01/01/2024;expired;;
