trx_id;account_id;trx_type;amount_idr;merchant_name;merchant_category;trx_date;trx_time;balance_after_idr;status;channel
TRX001674;ACC00893;debit;1998507;Hokben;food_delivery;17/01/2023;05:23:10;42937689;success;mobile_app
TRX001675;ACC01086;debit;1161385;Ruangguru;education;09/06/2024;14:41:40;40402780;success;mobile_app
TRX001676;ACC00695;debit;877334;Netflix;entertainment;13/08/2024;21:47:01;21327865;success;web
TRX001677;ACC00198;transfer_out;24603013;Transfer;transfer;22/05/2022;23:02:06;0;success;mobile_app
TRX001678;ACC00711;credit;205497;Blibli;shopping;01/09/2023;04:06:07;185600131;success;web
TRX001679;ACC00751;transfer_out;21958080;Transfer;transfer;10/02/2022;00:17:16;33084831;success;mobile_app
TRX001680;ACC00135;transfer_in;48626217;Transfer;transfer;07/05/2022;14:10:44;316104237;success;atm
TRX001681;ACC00178;transfer_out;27081530;Transfer;transfer;24/08/2023;18:11:01;471325344;success;web
TRX001682;ACC00520;debit;878741;PLN;bills;27/06/2023;02:08:04;8189077;success;mobile_app
TRX001683;ACC00096;transfer_in;18521193;Transfer;transfer;28/02/2023;02:01:51;12572628;success;mobile_app
TRX001684;ACC00023;debit;774270;Udemy;education;21/03/2022;12:26:00;48009477;success;mobile_app
TRX001685;ACC00876;transfer_in;18036431;Transfer;transfer;26/08/2022;08:33:14;46314112;success;mobile_app
TRX001686;ACC00812;credit;9559455;Tokopedia;shopping;29/06/2023;23:08:59;410396192;success;web
TRX001687;ACC00129;transfer_in;4464770;Transfer;transfer;03/12/2023;07:34:24;19731220;success;mobile_app
TRX001688;ACC00817;debit;176246;Alodokter;health;22/08/2024;03:16:13;29172806;success;atm
TRX001689;ACC00485;debit;84997;Halodoc;health;13/05/2024;10:00:40;276859733;success;atm
TRX001690;ACC00367;debit;676049;Shopee;shopping;06/09/2022;22:02:31;22111093;success;web
TRX001691;ACC00185;debit;24462;Zenius;education;22/10/2023;23:02:34;18807781;success;mobile_app
TRX001692;ACC00441;debit;51944;Halodoc;health;27/05/2024;21:37:08;26433089;success;merchant
TRX001693;ACC00577;transfer_out;13723749;Transfer;transfer;21/03/2022;03:43:00;37057131;success;merchant
TRX001694;ACC00595;transfer_out;28005898;Transfer;transfer;21/07/2022;22:53:17;22011174;success;mobile_app
TRX001695;ACC00768;debit;1760361;Ruangguru;education;05/10/2022;21:44:54;375251238;success;web
TRX001696;ACC01095;transfer_out;10314428;Transfer;transfer;07/06/2022;10:45:37;34720854;success;atm
TRX001697;ACC00374;transfer_out;8931471;Transfer;transfer;28/01/2023;09:45:21;8060360;failed;mobile_app
TRX001698;ACC00987;credit;2964395;Shopee;shopping;26/12/2024;22:27:40;50551620;success;mobile_app
TRX001699;ACC01068;transfer_out;18461476;Transfer;transfer;09/05/2022;02:02:21;153859554;success;merchant
TRX001700;ACC00424;transfer_in;49061963;Transfer;transfer;05/10/2022;22:56:29;21860695;success;mobile_app
TRX001701;ACC00478;debit;903527;Coursera;education;16/10/2024;19:33:14;104865763;success;mobile_app
TRX001702;ACC01127;credit;244152;Tokopedia;shopping;11/11/2024;22:57:08;19632243;success;mobile_app
TRX001703;ACC01150;transfer_in;15071082;Transfer;transfer;05/01/2024;02:45:44;1104698;success;mobile_app
TRX001704;ACC00238;top_up;486478;Spotify;entertainment;23/04/2022;17:11:42;15803858;success;mobile_app
TRX001705;ACC00942;debit;1499978;Alodokter;health;03/02/2022;02:28:52;117275225;success;atm
TRX001706;ACC00796;transfer_out;22840473;Transfer;transfer;15/10/2022;12:41:53;152938430;success;mobile_app
TRX001707;ACC01016;top_up;453830;PLN;bills;10/02/2022;17:17:00;1516067;success;atm
TRX001708;ACC00067;transfer_out;6107558;Transfer;transfer;04/09/2024;12:57:30;434551932;success;merchant
TRX001709;ACC01001;debit;1118621;Alodokter;health;28/02/2023;06:52:37;25236398;success;atm
TRX001710;ACC00848;debit;830077;Guardian;health;26/05/2024;00:50:45;200826597;success;mobile_app
TRX001711;ACC00049;credit;494748;Indomaret;groceries;27/11/2023;01:43:38;67623769;success;web
TRX001712;ACC00549;debit;1322258;Bluebird;transport;09/04/2022;22:45:37;53366202;success;mobile_app
TRX001713;ACC00860;top_up;398780;Bluebird;transport;01/10/2023;02:37:36;8866694;success;merchant
TRX001714;ACC00170;transfer_out;8816071;Transfer;transfer;09/03/2023;13:04:25;32737047;success;mobile_app
TRX001715;ACC00030;transfer_in;40112032;Transfer;transfer;28/03/2022;14:25:05;29232731;success;mobile_app
TRX001716;ACC00278;debit;1893778;XL Axiata;bills;03/01/2025;06:26:31;21662236;success;mobile_app
TRX001717;ACC00035;debit;1766543;McDonald's;food_delivery;25/06/2024;08:36:53;46382837;success;mobile_app
TRX001718;ACC01178;credit;5634135;Tokopedia;shopping;25/03/2022;08:12:52;24415339;success;mobile_app
TRX001719;ACC00501;transfer_out;3580460;Transfer;transfer;12/11/2023;14:22:41;179621935;success;mobile_app
TRX001720;ACC00788;debit;1139065;CGV;entertainment;17/03/2024;01:58:12;38877982;success;mobile_app
TRX001721;ACC00535;credit;4934476;Superindo;groceries;24/06/2024;11:56:25;35168111;success;mobile_app
TRX001722;ACC00511;transfer_out;10954880;Transfer;transfer;03/06/2022;10:15:16;370780967;success;mobile_app
TRX001723;ACC00508;transfer_in;9269058;Transfer;transfer;13/10/2024;00:33:06;25007830;success;mobile_app
TRX001724;ACC01126;credit;482349;Salary;transfer;05/10/2024;17:05:54;42028255;success;mobile_app
TRX001725;ACC00008;debit;310536;Transmart;groceries;08/11/2022;07:16:58;32597368;success;merchant
TRX001726;ACC00987;debit;1447303;Transmart;groceries;08/08/2024;11:31:45;49293964;success;web
TRX001727;ACC00866;debit;850012;Halodoc;health;26/02/2025;00:31:56;9648765;success;mobile_app
TRX001728;ACC00764;debit;1266662;Hypermart;groceries;03/04/2023;18:18:47;22582829;success;merchant
TRX001729;ACC00187;credit;2420791;Salary;transfer;12/12/2022;14:44:53;28725858;success;mobile_app
TRX001730;ACC01054;debit;724032;BPJS;bills;19/03/2022;05:46:24;488579806;success;merchant
TRX001731;ACC00451;credit;5121316;Lazada;shopping;10/11/2023;18:09:57;1792385;success;merchant
TRX001732;ACC00777;credit;8558440;Lazada;shopping;21/03/2023;06:42:37;29012354;success;mobile_app
TRX001733;ACC00863;debit;1281900;KFC;food_delivery;29/03/2022;05:14:34;10713975;success;web
TRX001734;ACC01077;credit;5145718;Lazada;shopping;04/04/2023;23:45:54;243614368;success;atm
TRX001735;ACC01078;top_up;406091;Steam;entertainment;17/03/2022;19:54:03;26095363;success;mobile_app
TRX001736;ACC01070;debit;1641403;Udemy;education;25/06/2024;12:48:13;23868427;success;web
TRX001737;ACC00549;transfer_in;12160910;Transfer;transfer;02/02/2022;00:10:18;54853207;success;mobile_app
TRX001738;ACC01198;credit;5786000;Salary;transfer;20/02/2023;09:25:46;31382845;success;mobile_app
TRX001739;ACC00174;transfer_out;5406933;Transfer;transfer;17/08/2022;13:31:25;41841787;success;web
TRX001740;ACC00995;debit;51380;Guardian;health;12/10/2023;16:56:39;27264565;success;web
TRX001741;ACC00396;transfer_out;4393106;Transfer;transfer;27/01/2024;13:23:35;21284407;success;merchant
TRX001742;ACC00551;transfer_in;22222077;Transfer;transfer;29/05/2023;22:40:58;2818718;failed;atm
TRX001743;ACC00737;transfer_out;21055303;Transfer;transfer;21/11/2023;00:44:14;6165368;success;web
TRX001744;ACC00975;debit;1863002;Steam;entertainment;04/06/2023;12:24:38;490419058;success;web
TRX001745;ACC00295;top_up;318505;CGV;entertainment;12/03/2024;01:08:38;15030680;success;mobile_app
TRX001746;ACC00566;debit;1175792;Netflix;entertainment;07/12/2023;21:59:12;1389718;success;web
TRX001747;ACC00041;credit;1801619;Indomaret;groceries;20/08/2023;22:33:44;45652976;success;web
TRX001748;ACC01036;top_up;89380;Gojek;transport;21/11/2024;22:48:40;20622732;success;mobile_app
TRX001749;ACC00683;transfer_out;2413552;Transfer;transfer;03/01/2023;19:33:09;15933871;success;mobile_app
TRX001750;ACC00675;transfer_out;17094048;Transfer;transfer;04/03/2023;06:49:31;39797403;success;web
TRX001751;ACC00265;debit;1040652;PDAM;bills;18/12/2023;00:29:51;24096344;success;mobile_app
TRX001752;ACC00328;debit;429429;Uniqlo;shopping;02/05/2022;20:45:51;0;success;mobile_app
TRX001753;ACC00766;credit;7540356;Lazada;shopping;02/01/2022;01:49:20;8851682;success;merchant
TRX001754;ACC00780;credit;6488905;Indomaret;groceries;27/03/2023;12:54:28;16663322;success;mobile_app
TRX001755;ACC00949;debit;389088;Telkomsel;bills;30/07/2023;02:22:48;135855159;success;mobile_app
TRX001756;ACC00562;debit;672675;Guardian;health;12/05/2022;20:17:32;67156744;success;atm
TRX001757;ACC00656;transfer_in;28055907;Transfer;transfer;10/09/2023;17:21:04;189374627;success;web
TRX001758;ACC00402;transfer_in;45813872;Transfer;transfer;11/01/2024;23:31:30;14827805;success;mobile_app
TRX001759;ACC00945;debit;1835371;Halodoc;health;13/06/2022;15:42:16;42003791;success;atm
TRX001760;ACC00924;debit;1893565;Indomaret;groceries;14/11/2022;10:26:43;34955982;success;mobile_app
TRX001761;ACC00805;top_up;696581;Grab;transport;02/07/2024;16:15:40;52602104;success;web
TRX001762;ACC01177;credit;5561052;Tokopedia;shopping;02/10/2022;07:19:30;292127370;success;mobile_app
TRX001763;ACC00843;debit;415304;Udemy;education;14/01/2022;04:34:41;29496489;success;mobile_app
TRX001764;ACC00871;transfer_out;21688195;Transfer;transfer;02/06/2024;10:11:36;34445579;success;atm
TRX001765;ACC00919;credit;6567835;Salary;transfer;19/07/2024;11:48:16;10370056;success;atm
TRX001766;ACC00643;debit;1643851;XL Axiata;bills;10/11/2024;18:15:38;41172791;success;mobile_app
TRX001767;ACC00877;debit;847414;BPJS;bills;14/12/2022;05:43:03;39170203;success;mobile_app
TRX001768;ACC01070;debit;549050;Telkomsel;bills;25/03/2024;11:32:56;25482386;success;atm
TRX001769;ACC00026;debit;1189008;Coursera;education;03/12/2022;14:03:17;125300402;success;web
TRX001770;ACC00810;top_up;163873;XXI Cinema;entertainment;09/05/2022;11:49:44;46808074;success;mobile_app
TRX001771;ACC00671;transfer_in;43627114;Transfer;transfer;30/06/2023;07:01:08;17094728;success;atm
TRX001772;ACC01146;transfer_out;8105136;Transfer;transfer;29/01/2025;10:19:17;15940931;success;mobile_app
TRX001773;ACC00152;debit;1891143;XL Axiata;bills;16/01/2022;09:44:27;30201072;success;web
TRX001774;ACC00941;transfer_out;29909369;Transfer;transfer;16/02/2025;20:39:02;38742488;success;merchant
TRX001775;ACC01106;credit;4327208;Alfamart;groceries;25/09/2024;05:19:28;52319620;success;mobile_app
TRX001776;ACC00274;credit;9275299;Shopee;shopping;10/09/2024;17:05:21;15062928;success;mobile_app
TRX001777;ACC00984;debit;1563055;Zenius;education;14/02/2024;15:54:05;44078728;success;merchant
TRX001778;ACC01109;debit;621872;Lotte Mart;groceries;18/03/2023;02:36:44;0;success;mobile_app
TRX001779;ACC01036;credit;2068097;Shopee;shopping;29/09/2023;23:43:42;23495343;success;atm
TRX001780;ACC01054;credit;6648255;Salary;transfer;05/06/2022;16:08:11;493490380;success;mobile_app
TRX001781;ACC00455;debit;1046066;Watsons;health;17/05/2024;14:02:43;49569632;success;mobile_app
TRX001782;ACC00957;transfer_out;3137083;Transfer;transfer;03/07/2023;16:42:36;13341656;success;mobile_app
TRX001783;ACC00348;debit;1135702;Uniqlo;shopping;20/12/2022;06:20:09;38855797;success;mobile_app
TRX001784;ACC00064;transfer_out;6395411;Transfer;transfer;22/08/2023;02:14:49;39491391;success;mobile_app
TRX001785;ACC00628;debit;279644;Telkomsel;bills;16/07/2022;02:22:56;40060904;success;web
TRX001786;ACC00467;transfer_out;2271782;Transfer;transfer;15/02/2025;03:52:36;31621586;success;mobile_app
TRX001787;ACC01087;debit;1275968;Superindo;groceries;23/02/2022;13:29:30;379183223;success;atm
TRX001788;ACC00498;transfer_out;3974831;Transfer;transfer;06/03/2023;03:50:54;90020414;success;mobile_app
TRX001789;ACC00765;debit;421970;XXI Cinema;entertainment;30/08/2023;05:22:20;9983958;success;mobile_app
TRX001790;ACC00883;debit;1466189;MyPertamina;transport;01/07/2022;01:06:10;35368634;success;mobile_app
TRX001791;ACC00984;credit;1207796;Zalora;shopping;04/01/2024;18:48:54;47676715;success;web
TRX001792;ACC00101;debit;1484050;Ruangguru;education;09/01/2024;13:34:42;1414271;success;mobile_app
TRX001793;ACC00494;debit;150454;PDAM;bills;07/11/2023;09:23:24;27886593;success;mobile_app
TRX001794;ACC01159;transfer_in;34702492;Transfer;transfer;17/04/2023;13:32:27;98654994;success;mobile_app
TRX001795;ACC00737;top_up;337052;Disney+;entertainment;05/11/2024;03:01:42;3305592;success;mobile_app
TRX001796;ACC00326;transfer_out;28887862;Transfer;transfer;07/07/2024;06:36:08;187892962;success;mobile_app
TRX001797;ACC00057;debit;1829380;PDAM;bills;15/10/2022;02:05:39;34236280;success;mobile_app
TRX001798;ACC01093;debit;455599;Tokopedia;shopping;01/06/2024;19:42:30;368099604;success;mobile_app
TRX001799;ACC00150;transfer_in;49617062;Transfer;transfer;01/03/2023;16:30:08;45812536;success;mobile_app
TRX001800;ACC00341;top_up;236000;Spotify;entertainment;31/10/2024;06:37:48;216371356;success;mobile_app
TRX001801;ACC00258;credit;93265;Lotte Mart;groceries;23/01/2024;19:22:19;15006835;success;mobile_app
TRX001802;ACC00197;credit;1071912;Lotte Mart;groceries;06/03/2024;16:02:15;12170723;success;mobile_app
TRX001803;ACC00075;debit;695203;Telkomsel;bills;02/12/2024;00:05:51;38645858;success;mobile_app
TRX001804;ACC00677;debit;513838;Halodoc;health;03/01/2024;15:16:12;37769685;success;mobile_app
TRX001805;ACC00264;debit;731488;XL Axiata;bills;12/11/2023;19:40:47;9099319;success;web
TRX001806;ACC00204;transfer_out;15954001;Transfer;transfer;09/08/2022;19:24:53;48267882;success;atm
TRX001807;ACC00168;debit;624028;McDonald's;food_delivery;02/05/2024;10:44:36;3017651;success;mobile_app
TRX001808;ACC00901;top_up;327329;Steam;entertainment;22/02/2023;12:01:57;45312222;success;mobile_app
TRX001809;ACC00185;credit;8771525;Salary;transfer;08/08/2022;02:21:57;17306333;success;merchant
TRX001810;ACC01011;debit;817406;PDAM;bills;06/09/2023;11:40:54;1786853;success;atm
TRX001811;ACC00661;transfer_out;16589023;Transfer;transfer;02/03/2023;04:03:00;19949630;success;mobile_app
TRX001812;ACC00081;top_up;399665;Indihome;bills;17/02/2023;20:50:01;188373299;success;mobile_app
TRX001813;ACC00447;transfer_out;11588967;Transfer;transfer;03/06/2024;23:11:59;27147477;success;atm
TRX001814;ACC00043;transfer_out;10130807;Transfer;transfer;11/10/2024;01:16:26;102110049;success;web
TRX001815;ACC00806;debit;213986;Watsons;health;07/03/2023;05:45:18;77483657;success;mobile_app
TRX001816;ACC01104;transfer_out;22605860;Transfer;transfer;16/08/2023;03:05:58;196250964;success;mobile_app
TRX001817;ACC00904;debit;215824;Alfamart;groceries;16/11/2024;20:49:37;34557665;success;atm
TRX001818;ACC00968;transfer_out;13484431;Transfer;transfer;16/10/2024;14:43:01;23866630;success;mobile_app
TRX001819;ACC00180;top_up;968262;MyPertamina;transport;29/10/2024;12:33:56;112965551;success;mobile_app
TRX001820;ACC00478;transfer_in;9790780;Transfer;transfer;29/01/2022;01:50:32;107309785;success;atm
TRX001821;ACC00356;debit;1921855;Blibli;shopping;18/11/2024;06:38:45;24930383;success;mobile_app
TRX001822;ACC00483;credit;3646257;Blibli;shopping;27/02/2023;02:09:03;111766205;success;web
TRX001823;ACC00996;transfer_in;46255956;Transfer;transfer;19/09/2023;16:22:13;3832232;success;mobile_app
TRX001824;ACC00630;credit;9297884;Salary;transfer;22/01/2023;08:01:46;30381975;success;mobile_app
TRX001825;ACC00288;top_up;24950;Gojek;transport;28/05/2022;17:06:15;18284729;success;mobile_app
TRX001826;ACC00872;transfer_out;129026;Transfer;transfer;18/03/2022;08:32:52;55570744;success;mobile_app
TRX001827;ACC00268;transfer_out;25919112;Transfer;transfer;04/10/2022;21:12:42;39855209;success;web
TRX001828;ACC00255;debit;1530719;BPJS;bills;29/10/2023;05:20:20;8729155;success;atm
TRX001829;ACC00941;debit;1775525;Blibli;shopping;10/06/2022;08:17:06;32301770;success;atm
TRX001830;ACC01089;debit;1921377;Transmart;groceries;26/01/2023;21:08:07;19545241;success;mobile_app
TRX001831;ACC00637;debit;1700953;Halodoc;health;15/08/2022;03:56:54;16568796;success;web
TRX001832;ACC00586;debit;1583146;Transmart;groceries;11/04/2024;23:21:59;8607276;success;atm
TRX001833;ACC01000;transfer_out;4469612;Transfer;transfer;10/09/2022;12:52:50;171723373;success;merchant
TRX001834;ACC00733;credit;1062468;Salary;transfer;07/06/2022;02:10:45;5004964;success;mobile_app
TRX001835;ACC00056;debit;963693;Apotek K24;health;26/01/2024;20:24:41;48705727;success;mobile_app
TRX001836;ACC00469;debit;1534586;XXI Cinema;entertainment;31/10/2024;09:06:18;69014906;success;mobile_app
TRX001837;ACC00694;credit;2899881;Salary;transfer;31/10/2024;00:47:31;30830590;success;atm
TRX001838;ACC00138;debit;428830;Hypermart;groceries;23/01/2024;00:39:48;28626791;success;mobile_app
TRX001839;ACC00172;credit;3932806;Shopee;shopping;10/11/2023;14:31:11;40599259;success;mobile_app
TRX001840;ACC00570;credit;7882686;Tokopedia;shopping;14/04/2022;11:37:05;16629534;success;merchant
TRX001841;ACC01132;top_up;610381;Steam;entertainment;22/06/2022;11:21:21;104716755;success;web
TRX001842;ACC00763;transfer_in;48296443;Transfer;transfer;24/01/2024;05:39:27;309252697;success;mobile_app
TRX001843;ACC00778;debit;211385;Zenius;education;20/09/2022;17:19:09;2325918;success;merchant
TRX001844;ACC01182;top_up;712543;XL Axiata;bills;31/12/2024;01:42:10;13678727;success;mobile_app
TRX001845;ACC00190;transfer_in;30900006;Transfer;transfer;19/12/2022;12:20:49;35845292;success;atm
TRX001846;ACC00613;transfer_out;4935841;Transfer;transfer;09/03/2022;09:40:21;62864648;success;web
TRX001847;ACC00272;top_up;266088;Indihome;bills;14/01/2024;12:08:46;27197500;success;mobile_app
TRX001848;ACC00152;debit;1863275;Bluebird;transport;14/05/2022;07:01:00;23490289;success;mobile_app
TRX001849;ACC00527;debit;899807;Indihome;bills;14/01/2023;02:18:15;28061883;success;atm
TRX001850;ACC01178;credit;516182;Lazada;shopping;10/10/2022;23:08:57;24158916;success;web
TRX001851;ACC00058;top_up;143049;Gojek;transport;19/09/2023;18:29:25;20369535;success;atm
TRX001852;ACC01103;transfer_in;23691240;Transfer;transfer;05/04/2024;21:37:27;61792724;success;mobile_app
TRX001853;ACC00159;debit;42332;Coursera;education;17/08/2023;19:39:24;41779104;success;mobile_app
TRX001854;ACC01093;transfer_out;6425356;Transfer;transfer;22/03/2023;18:26:32;359455882;success;mobile_app
TRX001855;ACC01083;debit;232213;Telkomsel;bills;06/10/2023;01:42:49;5226321;success;atm
TRX001856;ACC00463;debit;209544;GrabFood;food_delivery;17/09/2024;00:46:18;13143440;success;mobile_app
TRX001857;ACC00904;top_up;770192;PDAM;bills;11/10/2022;06:48:35;34760995;success;mobile_app
TRX001858;ACC00581;debit;862034;McDonald's;food_delivery;11/04/2024;23:55:39;36099294;success;mobile_app
TRX001859;ACC00751;top_up;443394;XXI Cinema;entertainment;23/03/2022;15:07:07;32126517;success;merchant
TRX001860;ACC00806;transfer_out;26618633;Transfer;transfer;14/08/2022;03:23:31;86099816;success;mobile_app
TRX001861;ACC00318;debit;135889;XXI Cinema;entertainment;29/08/2022;10:41:23;51104652;success;mobile_app
TRX001862;ACC00025;debit;642133;Grab;transport;05/04/2024;05:46:53;30486392;success;mobile_app
TRX001863;ACC00899;credit;4841689;Superindo;groceries;27/02/2023;14:04:51;138039406;success;mobile_app
TRX001864;ACC00385;debit;64120;Hypermart;groceries;30/07/2024;20:04:04;257179857;success;web
TRX001865;ACC00642;transfer_in;18829643;Transfer;transfer;11/04/2022;01:09:46;39890939;success;mobile_app
TRX001866;ACC00506;transfer_in;11507509;Transfer;transfer;20/07/2023;09:59:14;195462298;success;atm
TRX001867;ACC00514;credit;7226709;Salary;transfer;10/08/2023;09:34:48;121920383;success;merchant
TRX001868;ACC01127;debit;1139454;McDonald's;food_delivery;19/05/2022;16:10:47;23630855;success;merchant
TRX001869;ACC01077;transfer_in;19953989;Transfer;transfer;01/07/2024;14:18:37;246852830;success;mobile_app
TRX001870;ACC00717;credit;2154319;Shopee;shopping;12/05/2023;20:40:40;27694846;success;atm
TRX001871;ACC00258;debit;1049155;Lazada;shopping;05/09/2022;06:50:21;11436886;success;atm
TRX001872;ACC00861;debit;928942;Ruangguru;education;31/07/2024;19:50:46;38802503;success;web
TRX001873;ACC01080;transfer_in;20819514;Transfer;transfer;04/02/2024;10:13:01;11638919;success;mobile_app
TRX001874;ACC01194;debit;1637857;PLN;bills;06/11/2022;15:11:22;140503389;success;mobile_app
TRX001875;ACC00267;transfer_in;38667442;Transfer;transfer;09/02/2025;11:24:28;505180;success;mobile_app
TRX001876;ACC00131;credit;5786629;Lotte Mart;groceries;29/11/2022;10:54:53;40053466;success;web
TRX001877;ACC01154;debit;1125242;Blibli;shopping;19/10/2023;04:59:41;28078839;success;mobile_app
TRX001878;ACC00386;transfer_out;25177412;Transfer;transfer;07/07/2023;06:28:19;35751734;success;web
TRX001879;ACC00332;transfer_out;844266;Transfer;transfer;14/01/2023;04:03:17;37074360;success;mobile_app
TRX001880;ACC01015;debit;1207130;Halodoc;health;26/07/2024;05:24:21;0;success;merchant
TRX001881;ACC00155;top_up;928685;Netflix;entertainment;25/07/2023;16:29:26;17861489;success;atm
TRX001882;ACC01000;credit;3940177;Shopee;shopping;05/02/2024;01:03:36;168798979;success;mobile_app
TRX001883;ACC00288;transfer_out;11541433;Transfer;transfer;09/03/2024;23:53:39;15077573;success;mobile_app
TRX001884;ACC00149;credit;67948;Uniqlo;shopping;13/12/2023;01:25:57;24003596;failed;mobile_app
TRX001885;ACC00280;transfer_in;22635580;Transfer;transfer;12/01/2025;16:16:17;43657846;success;mobile_app
TRX001886;ACC00547;credit;9787053;Tokopedia;shopping;31/07/2022;23:01:51;40736062;success;atm
TRX001887;ACC00423;debit;1204804;Guardian;health;07/04/2024;23:02:19;32688420;success;mobile_app
TRX001888;ACC00358;debit;401121;Bakmi GM;food_delivery;13/01/2024;03:44:53;47093534;success;mobile_app
TRX001889;ACC00308;transfer_in;31827494;Transfer;transfer;02/01/2023;18:26:01;19941831;success;web
TRX001890;ACC01051;credit;1402496;Uniqlo;shopping;10/03/2023;08:57:11;29964696;success;mobile_app
TRX001891;ACC01109;transfer_out;9673458;Transfer;transfer;21/03/2023;02:50:43;0;success;mobile_app
TRX001892;ACC01124;debit;310747;Udemy;education;12/11/2023;16:36:12;262769367;success;web
TRX001893;ACC00720;debit;1535933;Halodoc;health;18/06/2022;15:49:25;46449926;success;atm
TRX001894;ACC01104;top_up;959547;CGV;entertainment;28/04/2022;03:06:04;190225706;success;mobile_app
TRX001895;ACC00857;debit;1969264;Grab;transport;20/12/2024;07:23:59;36564237;failed;mobile_app
TRX001896;ACC00526;credit;5677506;Salary;transfer;07/07/2023;09:50:33;380698620;success;mobile_app
TRX001897;ACC00606;transfer_in;17813129;Transfer;transfer;25/07/2023;17:43:39;17145042;success;web
TRX001898;ACC00626;credit;4726480;Salary;transfer;13/12/2022;13:06:25;48465046;success;mobile_app
TRX001899;ACC00761;debit;1237971;Spotify;entertainment;18/08/2024;01:08:07;17721045;success;atm
TRX001900;ACC00931;debit;818510;Hypermart;groceries;27/08/2024;21:24:04;0;success;mobile_app
TRX001901;ACC01042;transfer_in;43619489;Transfer;transfer;22/01/2024;08:18:05;6871725;success;merchant
TRX001902;ACC00106;transfer_out;8948094;Transfer;transfer;11/02/2023;15:29:55;36569426;success;mobile_app
TRX001903;ACC01006;credit;601673;Tokopedia;shopping;26/02/2023;10:26:49;37810609;success;mobile_app
TRX001904;ACC01105;transfer_out;25316796;Transfer;transfer;16/07/2023;12:42:17;4467203;success;mobile_app
TRX001905;ACC00023;debit;1603901;Tokopedia;shopping;24/06/2022;18:37:02;47572379;success;mobile_app
TRX001906;ACC00958;transfer_out;5953618;Transfer;transfer;17/01/2023;21:25:31;36749859;success;merchant
TRX001907;ACC00284;debit;1040509;Tokopedia;shopping;04/01/2023;11:38:45;259900780;success;atm
TRX001908;ACC01114;debit;1229955;McDonald's;food_delivery;20/08/2023;04:48:09;78263576;success;atm
TRX001909;ACC00351;top_up;268749;Disney+;entertainment;25/05/2022;17:28:21;45630217;success;mobile_app
TRX001910;ACC00214;credit;6330832;Superindo;groceries;28/11/2022;05:42:16;5228323;success;web
TRX001911;ACC00589;credit;285901;Zalora;shopping;20/02/2025;06:15:42;26627102;success;mobile_app
TRX001912;ACC00505;transfer_out;26982220;Transfer;transfer;03/02/2023;15:32:13;42645369;success;atm
TRX001913;ACC00276;credit;9718760;Salary;transfer;07/03/2024;13:33:25;12263548;success;atm
TRX001914;ACC00058;credit;421282;Zalora;shopping;27/01/2024;13:21:15;13286510;success;mobile_app
TRX001915;ACC00124;debit;310145;Udemy;education;28/01/2022;19:12:44;45154272;success;atm
TRX001916;ACC00038;debit;1842332;Transmart;groceries;15/11/2022;17:02:15;75156057;success;mobile_app
TRX001917;ACC00215;debit;1440708;GrabFood;food_delivery;25/08/2024;09:28:52;30654247;success;web
TRX001918;ACC00572;transfer_in;42436263;Transfer;transfer;22/10/2022;21:26:46;40896366;success;atm
TRX001919;ACC00687;transfer_out;11046739;Transfer;transfer;17/06/2023;05:31:52;38324317;success;merchant
TRX001920;ACC00312;transfer_in;49017964;Transfer;transfer;20/05/2023;12:46:36;248753731;success;mobile_app
TRX001921;ACC00350;transfer_out;1049219;Transfer;transfer;23/08/2024;05:51:58;300567605;success;mobile_app
TRX001922;ACC00846;transfer_in;7134134;Transfer;transfer;02/05/2024;02:42:32;445817556;success;atm
TRX001923;ACC00715;transfer_out;1083880;Transfer;transfer;30/12/2024;17:46:03;39364517;success;mobile_app
TRX001924;ACC00520;debit;1526611;Pertamina;transport;28/10/2022;08:49:19;12724183;success;mobile_app
TRX001925;ACC00467;credit;4395159;Salary;transfer;09/03/2024;15:14:51;28276260;success;atm
TRX001926;ACC01192;debit;1888316;Gojek;transport;08/10/2023;11:15:09;28060625;success;mobile_app
TRX001927;ACC00237;credit;9755099;Salary;transfer;16/01/2023;18:59:58;5143590;success;mobile_app
TRX001928;ACC00885;debit;1487698;Apotek K24;health;21/05/2022;13:00:34;33801441;success;mobile_app
TRX001929;ACC00726;transfer_out;26332076;Transfer;transfer;28/10/2023;03:14:12;247515102;success;mobile_app
TRX001930;ACC01038;transfer_out;206134;Transfer;transfer;30/11/2023;14:20:54;22768133;success;atm
TRX001931;ACC00989;credit;5164129;Tokopedia;shopping;11/07/2022;16:05:13;135103939;success;atm
TRX001932;ACC00010;credit;3293178;Transmart;groceries;01/09/2022;18:45:05;148990458;success;mobile_app
TRX001933;ACC00976;debit;775346;Superindo;groceries;22/03/2023;13:37:44;15846257;success;mobile_app
TRX001934;ACC00158;top_up;490380;XXI Cinema;entertainment;09/01/2024;11:39:39;30313729;success;mobile_app
TRX001935;ACC00927;top_up;442494;XXI Cinema;entertainment;11/04/2024;01:47:11;43862446;success;mobile_app
TRX001936;ACC00925;debit;652457;Uniqlo;shopping;02/08/2022;09:15:28;11162840;success;merchant
TRX001937;ACC00665;debit;1435788;PDAM;bills;31/08/2023;19:06:54;24992166;failed;mobile_app
TRX001938;ACC01050;debit;1053231;Coursera;education;11/07/2023;22:57:17;232126386;success;mobile_app
